Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód MOP;Název MOP;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
17244781;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.p.;84;;;25070;743364.00;1026749.75;2013-12-01T00:00:00
17244790;538647;Postøižín;;;;;126209;Postøižín;418510;Teplická;è.p.;85;;;25070;743139.89;1026497.89;2013-12-01T00:00:00
17244803;538647;Postøižín;;;;;126209;Postøižín;418595;Úžická;è.p.;86;;;25070;743154.13;1026479.81;2013-12-01T00:00:00
17244811;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.p.;87;;;25070;743279.63;1026664.06;2013-12-01T00:00:00
17244820;538647;Postøižín;;;;;126209;Postøižín;418544;Zahradní;è.p.;88;;;25070;743005.94;1026796.88;2013-12-01T00:00:00
17244838;538647;Postøižín;;;;;126209;Postøižín;418609;Nová;è.p.;89;;;25070;743080.19;1026438.69;2013-12-01T00:00:00
17244846;538647;Postøižín;;;;;126209;Postøižín;814431;Polní;è.p.;90;;;25070;742951.82;1026777.05;2013-12-01T00:00:00
17244854;538647;Postøižín;;;;;126209;Postøižín;418609;Nová;è.p.;91;;;25070;743147.75;1026416.31;2013-12-01T00:00:00
17244862;538647;Postøižín;;;;;126209;Postøižín;418595;Úžická;è.p.;92;;;25070;743172.56;1026406.13;2013-12-01T00:00:00
17244871;538647;Postøižín;;;;;126209;Postøižín;418561;Pražská;è.p.;93;;;25070;743130.00;1026648.00;2013-12-01T00:00:00
17244889;538647;Postøižín;;;;;126209;Postøižín;418595;Úžická;è.p.;94;;;25070;743160.94;1026444.69;2013-12-01T00:00:00
17244897;538647;Postøižín;;;;;126209;Postøižín;418609;Nová;è.p.;95;;;25070;743116.50;1026451.81;2013-12-01T00:00:00
17244901;538647;Postøižín;;;;;126209;Postøižín;418471;V Zátiší;è.p.;96;;;25070;743363.44;1026908.88;2013-12-01T00:00:00
17244919;538647;Postøižín;;;;;126209;Postøižín;418510;Teplická;è.p.;97;;;25070;743115.19;1026508.13;2013-12-01T00:00:00
17244927;538647;Postøižín;;;;;126209;Postøižín;418480;Dlouhá;è.p.;98;;;25070;743138.00;1026824.00;2013-12-01T00:00:00
17244935;538647;Postøižín;;;;;126209;Postøižín;418498;Vinohradská;è.p.;99;;;25070;743323.81;1026899.56;2013-12-01T00:00:00
17244943;538647;Postøižín;;;;;126209;Postøižín;418471;V Zátiší;è.p.;100;;;25070;743354.13;1026941.13;2013-12-01T00:00:00
17244951;538647;Postøižín;;;;;126209;Postøižín;418498;Vinohradská;è.p.;101;;;25070;743303.17;1026871.12;2013-12-01T00:00:00
17244960;538647;Postøižín;;;;;126209;Postøižín;418471;V Zátiší;è.p.;102;;;25070;743395.25;1026889.63;2013-12-01T00:00:00
17244978;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.p.;103;;;25070;743321.94;1026693.19;2013-12-01T00:00:00
17244986;538647;Postøižín;;;;;126209;Postøižín;418587;U Koupalištì;è.p.;104;;;25070;743053.19;1026511.81;2013-12-01T00:00:00
17244994;538647;Postøižín;;;;;126209;Postøižín;418587;U Koupalištì;è.p.;105;;;25070;743049.94;1026518.13;2013-12-01T00:00:00
17245001;538647;Postøižín;;;;;126209;Postøižín;418587;U Koupalištì;è.p.;106;;;25070;743045.00;1026524.00;2013-12-01T00:00:00
17245010;538647;Postøižín;;;;;126209;Postøižín;418587;U Koupalištì;è.p.;107;;;25070;743041.50;1026530.81;2013-12-01T00:00:00
17245028;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.p.;108;;;25070;743349.56;1026740.19;2013-12-01T00:00:00
17245036;538647;Postøižín;;;;;126209;Postøižín;418609;Nová;è.p.;109;;;25070;743099.00;1026421.00;2013-12-01T00:00:00
17245044;538647;Postøižín;;;;;126209;Postøižín;418609;Nová;è.p.;111;;;25070;743119.44;1026406.69;2013-12-01T00:00:00
17245052;538647;Postøižín;;;;;126209;Postøižín;418510;Teplická;è.p.;112;;;25070;742963.13;1026678.38;2013-12-01T00:00:00
17245061;538647;Postøižín;;;;;126209;Postøižín;418595;Úžická;è.p.;113;;;25070;743217.00;1026382.00;2013-12-01T00:00:00
17245079;538647;Postøižín;;;;;126209;Postøižín;418501;Pøíèná;è.p.;114;;;25070;743250.00;1026897.00;2013-12-01T00:00:00
17245087;538647;Postøižín;;;;;126209;Postøižín;418510;Teplická;è.p.;115;;;25070;743245.67;1026427.71;2013-12-01T00:00:00
17245117;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.ev.;103;;;25070;743306.97;1026685.28;2013-12-01T00:00:00
26361787;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;120;;;25070;743066.75;1026882.29;2013-12-01T00:00:00
26361795;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;123;;;25070;743072.49;1026946.17;2013-12-01T00:00:00
26361809;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;125;;;25070;743077.00;1026984.00;2013-12-01T00:00:00
26361817;538647;Postøižín;;;;;126209;Postøižín;762491;Pod Špièákem;è.p.;126;;;25070;743068.90;1027023.92;2013-12-01T00:00:00
26361825;538647;Postøižín;;;;;126209;Postøižín;762491;Pod Špièákem;è.p.;130;;;25070;743123.00;1027014.00;2013-12-01T00:00:00
26361833;538647;Postøižín;;;;;126209;Postøižín;740306;U Potoka;è.p.;131;;;25070;743140.00;1026982.00;2013-12-01T00:00:00
26367700;538647;Postøižín;;;;;126209;Postøižín;740306;U Potoka;è.p.;133;;;25070;743138.00;1026947.00;2013-12-01T00:00:00
26367718;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;140;;;25070;743083.00;1026888.00;2013-12-01T00:00:00
26367726;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;141;;;25070;743101.00;1026911.00;2013-12-01T00:00:00
26367734;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;142;;;25070;743092.19;1026921.13;2014-02-28T00:00:00
26367742;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;143;;;25070;743102.00;1026925.00;2013-12-01T00:00:00
26367751;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;144;;;25070;743086.00;1026912.00;2013-12-01T00:00:00
26367769;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;145;;;25070;743104.00;1026936.00;2013-12-01T00:00:00
26367777;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;149;;;25070;743105.00;1026960.00;2013-12-01T00:00:00
26501384;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;147;;;25070;743105.00;1026947.00;2013-12-01T00:00:00
26514010;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;146;;;25070;743104.00;1026942.00;2013-12-01T00:00:00
26518503;538647;Postøižín;;;;;126209;Postøižín;762482;Na Skále;è.p.;190;;;25070;743393.27;1026957.50;2013-12-01T00:00:00
26521229;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;151;;;25070;743105.00;1026973.00;2013-12-01T00:00:00
26521521;538647;Postøižín;;;;;126209;Postøižín;762491;Pod Špièákem;è.p.;129;;;25070;743097.12;1027017.22;2013-12-01T00:00:00
26529220;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;154;;;25070;743109.00;1026993.00;2013-12-01T00:00:00
26529459;538647;Postøižín;;;;;126209;Postøižín;762491;Pod Špièákem;è.p.;128;;;25070;743047.51;1027000.35;2013-12-01T00:00:00
26529645;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;148;;;25070;743105.00;1026952.00;2013-12-01T00:00:00
26532531;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;152;;;25070;743105.00;1026978.00;2013-12-01T00:00:00
26568136;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;150;;;25070;743105.00;1026966.00;2013-12-01T00:00:00
26576112;538647;Postøižín;;;;;126209;Postøižín;762482;Na Skále;è.p.;191;;;25070;743424.36;1026965.40;2013-12-01T00:00:00
26609380;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;122;;;25070;743072.01;1026928.94;2013-12-01T00:00:00
27040682;538647;Postøižín;;;;;126209;Postøižín;762491;Pod Špièákem;è.p.;127;;;25070;743045.94;1027024.40;2013-12-01T00:00:00
27040691;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;137;;;25070;743111.09;1026880.16;2013-12-01T00:00:00
27040704;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;139;;;25070;743100.00;1026903.00;2013-12-01T00:00:00
27040712;538647;Postøižín;;;;;126209;Postøižín;;;è.p.;501;;;25070;742408.59;1027402.25;2014-03-20T00:00:00
27252922;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.p.;194;;;25070;743468.61;1026977.84;2013-12-01T00:00:00
27257894;538647;Postøižín;;;;;126209;Postøižín;418552;Máslovická;è.p.;195;;;25070;743469.09;1026963.48;2013-12-01T00:00:00
27319547;538647;Postøižín;;;;;126209;Postøižín;740306;U Potoka;è.p.;132;;;25070;743135.63;1026969.14;2013-12-01T00:00:00
27506193;538647;Postøižín;;;;;126209;Postøižín;762482;Na Skále;è.p.;193;;;25070;743442.82;1026964.46;2013-12-01T00:00:00
27537196;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;244;;;25070;742930.48;1026997.74;2013-12-01T00:00:00
27564011;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;267;;;25070;742990.22;1027000.78;2013-12-01T00:00:00
27564070;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;230;;;25070;742952.62;1026953.10;2013-12-01T00:00:00
27564088;538647;Postøižín;;;;;126209;Postøižín;762482;Na Skále;è.p.;197;;;25070;743456.86;1026934.71;2013-12-01T00:00:00
27564096;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;269;;;25070;742982.00;1027031.00;2013-12-01T00:00:00
27585905;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;309;;;25070;742912.00;1027057.00;2013-12-01T00:00:00
27585913;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;234;;;25070;742929.12;1026931.50;2013-12-01T00:00:00
27585921;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;296;;;25070;742813.40;1026970.96;2013-12-01T00:00:00
27585930;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;307;;;25070;742872.07;1027043.59;2013-12-01T00:00:00
27585948;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;274;;;25070;742957.82;1027113.14;2013-12-01T00:00:00
27592626;538647;Postøižín;;;;;126209;Postøižín;791725;Višòovka;è.p.;315;;;25070;742836.91;1027081.63;2013-12-01T00:00:00
27604608;538647;Postøižín;;;;;126209;Postøižín;762482;Na Skále;è.p.;196;;;25070;743462.73;1026934.37;2013-12-01T00:00:00
27604616;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;257;;;25070;742857.84;1026923.74;2013-12-01T00:00:00
27604624;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;256;;;25070;742862.38;1026929.96;2013-12-01T00:00:00
27604632;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;255;;;25070;742865.85;1026936.18;2013-12-01T00:00:00
27604641;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;254;;;25070;742870.99;1026940.61;2013-12-01T00:00:00
27604659;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;253;;;25070;742875.53;1026945.27;2013-12-01T00:00:00
27604667;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;252;;;25070;742881.15;1026950.30;2013-12-01T00:00:00
27620549;538647;Postøižín;;;;;126209;Postøižín;791725;Višòovka;è.p.;313;;;25070;742883.04;1027096.11;2013-12-01T00:00:00
27628264;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;286;;;25070;742807.53;1026938.59;2013-12-01T00:00:00
27628272;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;285;;;25070;742812.24;1026933.02;2013-12-01T00:00:00
27634272;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;294;;;25070;742744.96;1026996.40;2013-12-01T00:00:00
27634281;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;281;;;25070;742842.65;1026905.64;2013-12-01T00:00:00
27634299;538647;Postøižín;;;;;126209;Postøižín;791725;Višòovka;è.p.;317;;;25070;742792.19;1027069.43;2013-12-01T00:00:00
27639487;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;266;;;25070;742991.64;1026992.37;2013-12-01T00:00:00
27651231;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;302;;;25070;742848.67;1027006.26;2013-12-01T00:00:00
27670678;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;245;;;25070;742924.86;1026994.51;2013-12-01T00:00:00
27681653;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;238;;;25070;742904.58;1026905.71;2013-12-01T00:00:00
27687635;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;246;;;25070;742919.00;1026989.13;2013-12-01T00:00:00
27687686;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;300;;;25070;742896.95;1027021.61;2013-12-01T00:00:00
27695735;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;272;;;25070;742965.70;1027081.53;2013-12-01T00:00:00
27695743;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;293;;;25070;742749.89;1026991.46;2013-12-01T00:00:00
27723381;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;260;;;25070;742867.22;1026979.09;2013-12-01T00:00:00
27730620;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;298;;;25070;742771.03;1027011.63;2013-12-01T00:00:00
27737471;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;178;;;25070;743432.98;1027024.49;2013-12-01T00:00:00
27737489;538647;Postøižín;;;;;126209;Postøižín;791725;Višòovka;è.p.;314;;;25070;742860.57;1027090.94;2013-12-01T00:00:00
27737497;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;170;;;25070;743335.08;1026994.86;2013-12-01T00:00:00
27742709;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;158;;;25070;743187.18;1026949.55;2013-12-01T00:00:00
27742717;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;156;;;25070;743175.08;1026945.22;2013-12-01T00:00:00
27759008;538647;Postøižín;;;;;126209;Postøižín;791725;Višòovka;è.p.;318;;;25070;742774.97;1027062.97;2013-12-01T00:00:00
27768392;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;218;;;25070;742962.90;1026920.46;2013-12-01T00:00:00
27774104;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;310;;;25070;742944.89;1027066.13;2014-02-28T00:00:00
27788512;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;240;;;25070;742894.19;1026898.27;2013-12-01T00:00:00
27792030;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;157;;;25070;743181.77;1026947.26;2013-12-01T00:00:00
27792048;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;232;;;25070;742938.57;1026941.43;2013-12-01T00:00:00
27796281;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;308;;;25070;742892.53;1027044.42;2013-12-01T00:00:00
27796299;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;155;;;25070;743187.75;1026912.70;2013-12-01T00:00:00
27801128;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;227;;;25070;742970.95;1026968.41;2014-02-27T00:00:00
27801136;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;306;;;25070;742848.63;1027035.69;2013-12-01T00:00:00
27825612;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;305;;;25070;742821.61;1027029.23;2013-12-01T00:00:00
27839532;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;160;;;25070;743203.25;1026952.52;2013-12-01T00:00:00
27839613;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;264;;;25070;743004.32;1026966.05;2013-12-01T00:00:00
27839621;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;265;;;25070;743001.63;1026972.59;2013-12-01T00:00:00
27849988;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;289;;;25070;742781.76;1026960.83;2013-12-01T00:00:00
27849996;538647;Postøižín;;;;;126209;Postøižín;791709;Šípková;è.p.;275;;;25070;742956.02;1027119.78;2013-12-01T00:00:00
27850081;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;276;;;25070;742881.69;1026867.52;2013-12-01T00:00:00
27861767;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;304;;;25070;742795.30;1027021.58;2013-12-01T00:00:00
27861775;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;173;;;25070;743367.13;1026976.97;2013-12-01T00:00:00
27861783;538647;Postøižín;;;;;126209;Postøižín;791687;Modøínová;è.p.;303;;;25070;742826.50;1026997.81;2013-12-01T00:00:00
27873111;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;159;;;25070;743198.82;1026925.17;2013-12-01T00:00:00
27873129;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;226;;;25070;742971.88;1026975.73;2013-12-01T00:00:00
27873358;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;282;;;25070;742837.10;1026909.85;2013-12-01T00:00:00
27926036;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;175;;;25070;743388.00;1026984.00;2013-12-01T00:00:00
27932451;538647;Postøižín;;;;;126209;Postøižín;762482;Na Skále;è.p.;117;;;25070;743432.24;1026913.49;2013-12-01T00:00:00
27932460;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;177;;;25070;743405.23;1026991.24;2013-12-01T00:00:00
27939758;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;210;;;25070;743608.29;1027042.44;2013-12-01T00:00:00
27939766;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;179;;;25070;743425.32;1026996.98;2013-12-01T00:00:00
27939774;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;203;;;25070;743570.42;1027007.58;2013-12-01T00:00:00
27939782;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;212;;;25070;743564.00;1027032.00;2013-12-01T00:00:00
27944204;538647;Postøižín;;;;;126209;Postøižín;806439;U Èistièky;è.p.;502;;;25070;743412.98;1026277.64;2013-12-01T00:00:00
27982629;538647;Postøižín;;;;;126209;Postøižín;743038;Lesní;è.p.;153;;;25070;743100.69;1026989.80;2014-02-28T00:00:00
27990311;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;168;;;25070;743304.00;1026983.00;2013-12-01T00:00:00
27997006;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;166;;;25070;743281.00;1026978.00;2013-12-01T00:00:00
28024389;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;250;;;25070;742896.00;1026965.00;2013-12-01T00:00:00
28024427;538647;Postøižín;;;;;126209;Postøižín;809560;Prostøední;è.p.;396;;;25070;743345.00;1026374.00;2013-12-01T00:00:00
28024435;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;402;;;25070;743286.00;1026447.00;2013-12-01T00:00:00
28024443;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;401;;;25070;743294.00;1026437.00;2013-12-01T00:00:00
28024451;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;398;;;25070;743316.00;1026404.00;2013-12-01T00:00:00
28024460;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;407;;;25070;743342.00;1026429.00;2013-12-01T00:00:00
28024478;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;405;;;25070;743317.00;1026459.00;2013-12-01T00:00:00
28024486;538647;Postøižín;;;;;126209;Postøižín;809551;Duhová;è.p.;392;;;25070;743362.22;1026298.82;2014-02-28T00:00:00
28024494;538647;Postøižín;;;;;126209;Postøižín;809551;Duhová;è.p.;391;;;25070;743357.00;1026316.00;2013-12-01T00:00:00
28024508;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;404;;;25070;743271.00;1026469.00;2013-12-01T00:00:00
28024516;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;403;;;25070;743279.00;1026458.00;2013-12-01T00:00:00
28024524;538647;Postøižín;;;;;126209;Postøižín;809551;Duhová;è.p.;387;;;25070;743313.08;1026367.55;2014-02-28T00:00:00
28024532;538647;Postøižín;;;;;126209;Postøižín;809551;Duhová;è.p.;389;;;25070;743342.00;1026337.00;2013-12-01T00:00:00
28024541;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;394;;;25070;743372.00;1026337.00;2013-12-01T00:00:00
28024559;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;397;;;25070;743330.00;1026388.00;2013-12-01T00:00:00
28024567;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;395;;;25070;743360.00;1026348.00;2013-12-01T00:00:00
28024575;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;209;;;25070;743636.00;1027045.00;2013-12-01T00:00:00
28024583;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;208;;;25070;743666.00;1027050.00;2013-12-01T00:00:00
28024591;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;214;;;25070;743510.00;1027024.00;2013-12-01T00:00:00
28032179;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;163;;;25070;743238.00;1026939.00;2013-12-01T00:00:00
28032250;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;297;;;25070;742795.91;1026984.71;2013-12-01T00:00:00
28039696;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;236;;;25070;742916.00;1026916.00;2013-12-01T00:00:00
28046340;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;180;;;25070;743461.99;1027033.95;2013-12-01T00:00:00
28064755;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;290;;;25070;742777.00;1026966.00;2013-12-01T00:00:00
28064763;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;165;;;25070;743257.00;1026944.00;2013-12-01T00:00:00
28076656;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;206;;;25070;743646.00;1027020.00;2013-12-01T00:00:00
28076664;538647;Postøižín;;;;;126209;Postøižín;418498;Vinohradská;è.p.;169;;;25070;743310.90;1026949.10;2013-12-01T00:00:00
28076745;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;164;;;25070;743257.00;1026970.00;2013-12-01T00:00:00
28080645;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;242;;;25070;742944.00;1027004.00;2013-12-01T00:00:00
28080653;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;222;;;25070;742940.00;1026896.00;2013-12-01T00:00:00
28090233;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;167;;;25070;743280.00;1026951.00;2013-12-01T00:00:00
28105036;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;202;;;25070;743542.00;1027003.00;2013-12-01T00:00:00
28105044;538647;Postøižín;;;;;126209;Postøižín;809551;Duhová;è.p.;386;;;25070;743309.00;1026381.00;2013-12-01T00:00:00
28105052;538647;Postøižín;;;;;126209;Postøižín;809578;Sluneèní;è.p.;393;;;25070;743385.00;1026313.61;2014-02-27T00:00:00
28117280;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;277;;;25070;742877.00;1026872.00;2013-12-01T00:00:00
28121929;538647;Postøižín;;;;;126209;Postøižín;812323;Prùmyslová;è.p.;500;;;25070;743175.38;1025238.02;2013-12-01T00:00:00
28129652;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;225;;;25070;742917.00;1026878.00;2013-12-01T00:00:00
28129661;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;323;;;25070;742905.53;1026843.99;2013-12-01T00:00:00
28129695;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;237;;;25070;742911.00;1026912.00;2013-12-01T00:00:00
28150597;538647;Postøižín;;;;;126209;Postøižín;418609;Nová;è.p.;116;;;25070;743165.00;1026412.00;2013-12-01T00:00:00
28163591;538647;Postøižín;;;;;126209;Postøižín;418471;V Zátiší;è.p.;118;;;25070;743387.00;1026922.00;2013-12-01T00:00:00
28174593;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;205;;;25070;743626.28;1027016.35;2014-02-28T00:00:00
28174607;538647;Postøižín;;;;;126209;Postøižín;762474;Krajní;è.p.;182;;;25070;743468.96;1026999.84;2014-02-28T00:00:00
28188276;538647;Postøižín;;;;;126209;Postøižín;791679;Lipová;è.p.;243;;;25070;742938.98;1027000.94;2014-02-28T00:00:00
28216903;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;284;;;25070;742822.00;1026925.00;2013-12-01T00:00:00
28217080;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;201;;;25070;743527.62;1027028.23;2013-12-01T00:00:00
28217098;538647;Postøižín;;;;;126209;Postøižín;;;è.p.;119;;;25070;;;2011-07-01T00:00:00
28222300;538647;Postøižín;;;;;126209;Postøižín;814431;Polní;è.p.;331;;;25070;742945.08;1026855.55;2014-02-27T00:00:00
28241088;538647;Postøižín;;;;;126209;Postøižín;791717;Trnková;è.p.;224;;;25070;742921.24;1026882.80;2013-12-01T00:00:00
28241096;538647;Postøižín;;;;;126209;Postøižín;791725;Višòovka;è.p.;312;;;25070;742906.61;1027104.41;2013-12-01T00:00:00
28241100;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;295;;;25070;742739.61;1027001.13;2013-12-01T00:00:00
28258827;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;322;;;25070;742900.50;1026848.67;2013-12-01T00:00:00
28264924;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;320;;;25070;742890.52;1026857.76;2013-12-01T00:00:00
28264932;538647;Postøižín;;;;;126209;Postøižín;791695;Pod Topolákem;è.p.;321;;;25070;742895.20;1026852.82;2013-12-01T00:00:00
28275845;538647;Postøižín;;;;;126209;Postøižín;809551;Duhová;è.p.;388;;;25070;743324.73;1026361.66;2013-12-01T00:00:00
28282477;538647;Postøižín;;;;;126209;Postøižín;806421;Pod Vinicí;è.p.;211;;;25070;743584.14;1027036.76;2013-12-01T00:00:00
